# Quartic Well - state n = 6
# Parity (even=+1, odd=-1) = 1
# gamma =   1.4142136E+00
# epsilon (numeric) =   1.6711890E+01
# Note: no analytic psi for quartic; psi_exact column is 0.0
# Xmax =   8.000000
# grid = 2001
# columns: xi   v(xi)   psi_num   psi_exact   psi_num^2   (psi_num-psi_exact)   step_err_psi
   -8.0000000000E+00    4.0960000000E+03    9.7657145741-103    0.0000000000E+00    9.5369181142-205    9.7657145741-103    0.0000000000E+00
   -7.7840000000E+00    3.6712275945E+03    1.7274371244E-94    0.0000000000E+00    2.9840390188-188    1.7274371244E-94    8.8600020732E-96
   -7.7760000000E+00    3.6561584401E+03    3.4219194009E-94    0.0000000000E+00    1.1709532386-187    3.4219194009E-94    1.7461631464E-95
   -7.7680000000E+00    3.6411357236E+03    6.7690520707E-94    0.0000000000E+00    4.5820065936-187    6.7690520707E-94    3.4365527282E-95
   -7.7600000000E+00    3.6261593498E+03    1.3371406409E-93    0.0000000000E+00    1.7879450935-186    1.3371406409E-93    6.7538125431E-95
   -7.7520000000E+00    3.6112292230E+03    2.6376555566E-93    0.0000000000E+00    6.9572268351-186    2.6376555566E-93    1.3254501142E-94
   -7.7440000000E+00    3.5963452481E+03    5.1957881747E-93    0.0000000000E+00    2.6996214756-185    5.1957881747E-93    2.5975670285E-94
   -7.7360000000E+00    3.5815073297E+03    1.0220632180E-92    0.0000000000E+00    1.0446132215-184    1.0220632180E-92    5.0834637208E-94
   -7.7280000000E+00    3.5667153729E+03    2.0076946042E-92    0.0000000000E+00    4.0308376238-184    2.0076946042E-92    9.9344283274E-94
   -7.7200000000E+00    3.5519692826E+03    3.9383265139E-92    0.0000000000E+00    1.5510415730-183    3.9383265139E-92    1.9387277119E-93
   -7.7120000000E+00    3.5372689638E+03    7.7147270611E-92    0.0000000000E+00    5.9517013628-183    7.7147270611E-92    3.7781755924E-93
   -7.7040000000E+00    3.5226143218E+03    1.5091235483E-91    0.0000000000E+00    2.2774538842-182    1.5091235483E-91    7.3525745883E-93
   -7.6960000000E+00    3.5080052619E+03    2.9479832668E-91    0.0000000000E+00    8.6906053412-182    2.9479832668E-91    1.4288588158E-92
   -7.6880000000E+00    3.4934416894E+03    5.7507147367E-91    0.0000000000E+00    3.3070719983-181    5.7507147367E-91    2.7728883026E-92
   -7.6800000000E+00    3.4789235098E+03    1.1202522724E-90    0.0000000000E+00    1.2549651538-180    1.1202522724E-90    5.3736479210E-92
   -7.6720000000E+00    3.4644506287E+03    2.1792529599E-90    0.0000000000E+00    4.7491434634-180    2.1792529599E-90    1.0399211591E-91
   -7.6640000000E+00    3.4500229517E+03    4.2334834180E-90    0.0000000000E+00    1.7922381850-179    4.2334834180E-90    2.0096785351E-91
   -7.6560000000E+00    3.4356403847E+03    8.2127214696E-90    0.0000000000E+00    6.7448793937-179    8.2127214696E-90    3.8783620115E-91
   -7.6480000000E+00    3.4213028335E+03    1.5910211147E-89    0.0000000000E+00    2.5313481875-178    1.5910211147E-89    7.4742266699E-91
   -7.6400000000E+00    3.4070102042E+03    3.0779744870E-89    0.0000000000E+00    9.4739269428-178    3.0779744870E-89    1.4384042365E-90
   -7.6320000000E+00    3.3927624026E+03    5.9464109144E-89    0.0000000000E+00    3.5359802762-177    5.9464109144E-89    2.7643498797E-90
   -7.6240000000E+00    3.3785593351E+03    1.1472187927E-88    0.0000000000E+00    1.3161109582-176    1.1472187927E-88    5.3052155461E-90
   -7.6160000000E+00    3.3644009079E+03    2.2102409878E-88    0.0000000000E+00    4.8851652242-176    2.2102409878E-88    1.0167440107E-89
   -7.6080000000E+00    3.3502870274E+03    4.2524150867E-88    0.0000000000E+00    1.8083034070-175    4.2524150867E-88    1.9458948874E-89
   -7.6000000000E+00    3.3362176000E+03    8.1702420698E-88    0.0000000000E+00    6.6752855479-175    8.1702420698E-88    3.7190061413E-89
   -7.5920000000E+00    3.3221925323E+03    1.5676101109E-87    0.0000000000E+00    2.4574014599-174    1.5676101109E-87    7.0979801050E-89
   -7.5840000000E+00    3.3082117309E+03    3.0036245965E-87    0.0000000000E+00    9.0217607166-174    3.0036245965E-87    1.3528312385E-88
   -7.5760000000E+00    3.2942751026E+03    5.7472265735E-87    0.0000000000E+00    3.3030613288-173    5.7472265735E-87    2.5748624341E-88
   -7.5680000000E+00    3.2803825543E+03    1.0981879202E-86    0.0000000000E+00    1.2060167081-172    1.0981879202E-86    4.8940297112E-88
   -7.5600000000E+00    3.2665339930E+03    2.0955657383E-86    0.0000000000E+00    4.3913957634-172    2.0955657383E-86    9.2892774421E-88
   -7.5520000000E+00    3.2527293256E+03    3.9933079830E-86    0.0000000000E+00    1.5946508647-171    3.9933079830E-86    1.7607618851E-87
   -7.5440000000E+00    3.2389684593E+03    7.5992690389E-86    0.0000000000E+00    5.7748889925-171    7.5992690389E-86    3.3329076854E-87
   -7.5360000000E+00    3.2252513014E+03    1.4441720572E-85    0.0000000000E+00    2.0856329309-170    1.4441720572E-85    6.3001443878E-87
   -7.5280000000E+00    3.2115777592E+03    2.7407837191E-85    0.0000000000E+00    7.5118953949-170    2.7407837191E-85    1.1892766242E-86
   -7.5200000000E+00    3.1979477402E+03    5.1944540820E-85    0.0000000000E+00    2.6982353210-169    5.1944540820E-85    2.2419247146E-86
   -7.5120000000E+00    3.1843611519E+03    9.8313913047E-85    0.0000000000E+00    9.6656254986-169    9.8313913047E-85    4.2205157834E-86
   -7.5040000000E+00    3.1708179019E+03    1.8582347810E-84    0.0000000000E+00    3.4530365012-168    1.8582347810E-84    7.9344530638E-86
   -7.4960000000E+00    3.1573178981E+03    3.5074971479E-84    0.0000000000E+00    1.2302536242-167    3.5074971479E-84    1.4896218194E-85
   -7.4880000000E+00    3.1438610482E+03    6.6115884968E-84    0.0000000000E+00    4.3713102451-167    6.6115884968E-84    2.7928217503E-85
   -7.4800000000E+00    3.1304472602E+03    1.2445910072E-83    0.0000000000E+00    1.5490067752-166    1.2445910072E-83    5.2290064203E-85
   -7.4720000000E+00    3.1170764421E+03    2.3397015569E-83    0.0000000000E+00    5.4742033754-166    2.3397015569E-83    9.7769748188E-85
   -7.4640000000E+00    3.1037485020E+03    4.3924602432E-83    0.0000000000E+00    1.9293706988-165    4.3924602432E-83    1.8255754360E-84
   -7.4560000000E+00    3.0904633482E+03    8.2351097674E-83    0.0000000000E+00    6.7817032882-165    8.2351097674E-83    3.4041260761E-84
   -7.4480000000E+00    3.0772208891E+03    1.5418628021E-82    0.0000000000E+00    2.3773409005-164    1.5418628021E-82    6.3390277963E-84
   -7.4400000000E+00    3.0640210330E+03    2.8829523452E-82    0.0000000000E+00    8.3114142245-164    2.8829523452E-82    1.1788307168E-83
   -7.4320000000E+00    3.0508636884E+03    5.3832580449E-82    0.0000000000E+00    2.8979467178-163    5.3832580449E-82    2.1892360959E-83
   -7.4240000000E+00    3.0377487641E+03    1.0038516630E-81    0.0000000000E+00    1.0077181613-162    1.0038516630E-81    4.0601934515E-83
   -7.4160000000E+00    3.0246761687E+03    1.8694381710E-81    0.0000000000E+00    3.4947990754-162    1.8694381710E-81    7.5199408353E-83
   -7.4080000000E+00    3.0116458110E+03    3.4767262481E-81    0.0000000000E+00    1.2087625404-161    3.4767262481E-81    1.3909012365E-82
   -7.4000000000E+00    2.9986576000E+03    6.4572607245E-81    0.0000000000E+00    4.1696216064-161    6.4572607245E-81    2.5691705563E-82
   -7.3920000000E+00    2.9857114447E+03    1.1976921204E-80    0.0000000000E+00    1.4344664152-160    1.1976921204E-80    4.7391990961E-82
   -7.3840000000E+00    2.9728072542E+03    2.2185116589E-80    0.0000000000E+00    4.9217939807-160    2.2185116589E-80    8.7303759953E-82
   -7.3760000000E+00    2.9599449377E+03    4.1039163524E-80    0.0000000000E+00    1.6842129428-159    4.1039163524E-80    1.6061182608E-81
   -7.3680000000E+00    2.9471244046E+03    7.5815177448E-80    0.0000000000E+00    5.7479411315-159    7.5815177448E-80    2.9507965763E-81
   -7.3600000000E+00    2.9343455642E+03    1.3987345132E-79    0.0000000000E+00    1.9564582385-158    1.3987345132E-79    5.4140068735E-81
   -7.3520000000E+00    2.9216083260E+03    2.5771311193E-79    0.0000000000E+00    6.6416048063-158    2.5771311193E-79    9.9201152388E-81
   -7.3440000000E+00    2.9089125998E+03    4.7419878542E-79    0.0000000000E+00    2.2486448809-157    4.7419878542E-79    1.8152381735E-80
   -7.3360000000E+00    2.8962582951E+03    8.7138015839E-79    0.0000000000E+00    7.5930338044-157    8.7138015839E-79    3.3171881153E-80
   -7.3280000000E+00    2.8836453218E+03    1.5991117440E-78    0.0000000000E+00    2.5571583697-156    1.5991117440E-78    6.0537819404E-80
   -7.3200000000E+00    2.8710735898E+03    2.9307210589E-78    0.0000000000E+00    8.5891259250-156    2.9307210589E-78    1.1033269743E-79
   -7.3120000000E+00    2.8585430090E+03    5.3640805752E-78    0.0000000000E+00    2.8773360418-155    5.3640805752E-78    2.0081820940E-79
   -7.3040000000E+00    2.8460534897E+03    9.8048701405E-78    0.0000000000E+00    9.6135478472-155    9.8048701405E-78    3.6502611698E-79
   -7.2960000000E+00    2.8336049420E+03    1.7898422448E-77    0.0000000000E+00    3.2035352611-154    1.7898422448E-77    6.6262433708E-79
   -7.2880000000E+00    2.8211972761E+03    3.2629816192E-77    0.0000000000E+00    1.0647049047-153    3.2629816192E-77    1.2012517269E-78
   -7.2800000000E+00    2.8088304026E+03    5.9407609221E-77    0.0000000000E+00    3.5292640334-153    5.9407609221E-77    2.1748257559E-78
   -7.2720000000E+00    2.7965042318E+03    1.0801839192E-76    0.0000000000E+00    1.1667972992-152    1.0801839192E-76    3.9322336265E-78
   -7.2640000000E+00    2.7842186744E+03    1.9614720986E-76    0.0000000000E+00    3.8473727938-152    1.9614720986E-76    7.1003402839E-78
   -7.2560000000E+00    2.7719736410E+03    3.5570991179E-76    0.0000000000E+00    1.2652954134-151    3.5570991179E-76    1.2803969180E-77
   -7.2480000000E+00    2.7597690425E+03    6.4422832261E-76    0.0000000000E+00    4.1503013166-151    6.4422832261E-76    2.3058777944E-77
   -7.2400000000E+00    2.7476047898E+03    1.1652370543E-75    0.0000000000E+00    1.3577773926-150    1.1652370543E-75    4.1471979599E-77
   -7.2320000000E+00    2.7354807937E+03    2.1048443938E-75    0.0000000000E+00    4.4303699221-150    2.1048443938E-75    7.4490460665E-77
   -7.2240000000E+00    2.7233969655E+03    3.7971482165E-75    0.0000000000E+00    1.4418334578-149    3.7971482165E-75    1.3362095493E-76
   -7.2160000000E+00    2.7113532163E+03    6.8411255523E-75    0.0000000000E+00    4.6800998822-149    6.8411255523E-75    2.3937406897E-76
   -7.2080000000E+00    2.6993494573E+03    1.2309223000E-74    0.0000000000E+00    1.5151697086-148    1.2309223000E-74    4.2826132439E-76
   -7.2000000000E+00    2.6873856000E+03    2.2119097168E-74    0.0000000000E+00    4.8925445954-148    2.2119097168E-74    7.6519202412E-76
   -7.1920000000E+00    2.6754615558E+03    3.9695240920E-74    0.0000000000E+00    1.5757121517-147    3.9695240920E-74    1.3654079950E-75
   -7.1840000000E+00    2.6635772363E+03    7.1145000618E-74    0.0000000000E+00    5.0616111129-147    7.1145000618E-74    2.4332429810E-75
   -7.1760000000E+00    2.6517325532E+03    1.2734615697E-73    0.0000000000E+00    1.6217043696-146    1.2734615697E-73    4.3305210184E-75
   -7.1680000000E+00    2.6399274183E+03    2.2764778081E-73    0.0000000000E+00    5.1823512109-146    2.2764778081E-73    7.6970987609E-75
   -7.1600000000E+00    2.6281617434E+03    4.0642248905E-73    0.0000000000E+00    1.6517923961-145    4.0642248905E-73    1.3663023232E-74
   -7.1520000000E+00    2.6164354404E+03    7.2465181674E-73    0.0000000000E+00    5.2512025550-145    7.2465181674E-73    2.4221442127E-74
   -7.1440000000E+00    2.6047484215E+03    1.2903840744E-72    0.0000000000E+00    1.6650910594-144    1.2903840744E-72    4.2883204703E-74
   -7.1360000000E+00    2.5931005989E+03    2.2948123047E-72    0.0000000000E+00    5.2661635138-144    2.2948123047E-72    7.5824423643E-74
   -7.1280000000E+00    2.5814918847E+03    4.0758155605E-72    0.0000000000E+00    1.6612272483-143    4.0758155605E-72    1.3389558416E-73
   -7.1200000000E+00    2.5699221914E+03    7.2297231200E-72    0.0000000000E+00    5.2268896393-143    7.2297231200E-72    2.3613439251E-73
   -7.1120000000E+00    2.5583914313E+03    1.2807642839E-71    0.0000000000E+00    1.6403571508-142    1.2807642839E-71    4.1589978461E-73
   -7.1040000000E+00    2.5468995172E+03    2.2659888217E-71    0.0000000000E+00    5.1347053399-142    2.2659888217E-71    7.3156885240E-73
   -7.0960000000E+00    2.5354463615E+03    4.0039435137E-71    0.0000000000E+00    1.6031563661-141    4.0039435137E-71    1.2851664578E-72
   -7.0880000000E+00    2.5240318772E+03    7.0657839896E-71    0.0000000000E+00    4.9925303388-141    7.0657839896E-71    2.2547678090E-72
   -7.0800000000E+00    2.5126559770E+03    1.2453046737E-70    0.0000000000E+00    1.5507837302-140    1.2453046737E-70    3.9507826763E-72
   -7.0720000000E+00    2.5013185738E+03    2.1919686517E-70    0.0000000000E+00    4.8047265702-140    2.1919686517E-70    6.9135949288E-72
   -7.0640000000E+00    2.4900195808E+03    3.8533382250E-70    0.0000000000E+00    1.4848215476-139    3.8533382250E-70    1.2082722411E-71
   -7.0560000000E+00    2.4787589111E+03    6.7652617705E-70    0.0000000000E+00    4.5768766824-139    6.7652617705E-70    2.1089503105E-71
   -7.0480000000E+00    2.4675364779E+03    1.1862531413E-69    0.0000000000E+00    1.4071965152-138    1.1862531413E-69    3.6762850789E-71
   -7.0400000000E+00    2.4563521946E+03    2.0773805091E-69    0.0000000000E+00    4.3155097795-138    2.0773805091E-69    6.4002052873E-71
   -7.0320000000E+00    2.4452059746E+03    3.6332999171E-69    0.0000000000E+00    1.3200868288-137    3.6332999171E-69    1.1128102544E-70
   -7.0240000000E+00    2.4340977314E+03    6.3464896608E-69    0.0000000000E+00    4.0277931015-137    6.3464896608E-69    1.9323750849E-70
   -7.0160000000E+00    2.4230273788E+03    1.1071683150E-68    0.0000000000E+00    1.2258216777-136    1.1071683150E-68    3.3512392876E-70
   -7.0080000000E+00    2.4119948303E+03    1.9290437463E-68    0.0000000000E+00    3.7212097750-136    1.9290437463E-68    5.8044857722E-70
   -7.0000000000E+00    2.4010000000E+03    3.3567536751E-68    0.0000000000E+00    1.1267795235-135    3.3567536751E-68    1.0040768860E-69
   -6.9920000000E+00    2.3900428017E+03    5.8337316879E-68    0.0000000000E+00    3.4032425406-135    5.8337316879E-68    1.7346653297E-69
   -6.9840000000E+00    2.3791231494E+03    1.0125666558E-67    0.0000000000E+00    1.0252912324-134    1.0125666558E-67    2.9930263548E-69
   -6.9760000000E+00    2.3682409573E+03    1.7553009955E-67    0.0000000000E+00    3.0810815847-134    1.7553009955E-67    5.1576527746E-69
   -6.9680000000E+00    2.3573961395E+03    3.0390020656E-67    0.0000000000E+00    9.2355335549-134    3.0390020656E-67    8.8764841585E-69
   -6.9600000000E+00    2.3465886106E+03    5.2548754018E-67    0.0000000000E+00    2.7613715489-133    5.2548754018E-67    1.5257303615E-68
   -6.9520000000E+00    2.3358182847E+03    9.0749970994E-67    0.0000000000E+00    8.2355572355-133    9.0749970994E-67    2.6191665988E-68
   -6.9440000000E+00    2.3250850766E+03    1.5652504018E-66    0.0000000000E+00    2.4500088205-132    1.5652504018E-66    4.4905298889E-68
   -6.9360000000E+00    2.3143889007E+03    2.6963422878E-66    0.0000000000E+00    7.2702617330-132    2.6963422878E-66    7.6892112993E-68
   -6.9280000000E+00    2.3037296719E+03    4.6389608238E-66    0.0000000000E+00    2.1519957525-131    4.6389608238E-66    1.3149714986E-67
   -6.9200000000E+00    2.2931073050E+03    7.9711591955E-66    0.0000000000E+00    6.3539378920-131    7.9711591955E-66    2.2459590223E-67
   -6.9120000000E+00    2.2825217148E+03    1.3679743977E-65    0.0000000000E+00    1.8713539527-130    1.3679743977E-65    3.8312356455E-67
   -6.9040000000E+00    2.2719728163E+03    2.3447188675E-65    0.0000000000E+00    5.4977065677-130    2.3447188675E-65    6.5272170267E-67
   -6.8960000000E+00    2.2614605248E+03    4.0138443012E-65    0.0000000000E+00    1.6110946074-129    4.0138443012E-65    1.1106315262E-66
   -6.8880000000E+00    2.2509847554E+03    6.8625862250E-65    0.0000000000E+00    4.7095089696-129    6.8625862250E-65    1.8874058680E-66
   -6.8800000000E+00    2.2405454234E+03    1.1718533556E-64    0.0000000000E+00    1.3732402870-128    1.1718533556E-64    3.2034250581E-66
   -6.8720000000E+00    2.2301424442E+03    1.9985614062E-64    0.0000000000E+00    3.9942476945-128    1.9985614062E-64    5.4302322355E-66
   -6.8640000000E+00    2.2197757333E+03    3.4042473921E-64    0.0000000000E+00    1.1588900307-127    3.4042473921E-64    9.1934265393E-66
   -6.8560000000E+00    2.2094452064E+03    5.7914156035E-64    0.0000000000E+00    3.3540494692-127    5.7914156035E-64    1.5545052472E-65
   -6.8480000000E+00    2.1991507792E+03    9.8403141944E-64    0.0000000000E+00    9.6831783444-127    9.8403141944E-64    2.6252057936E-65
   -6.8400000000E+00    2.1888923674E+03    1.6699152369E-63    0.0000000000E+00    2.7886168985-126    1.6699152369E-63    4.4278357177E-65
   -6.8320000000E+00    2.1786698869E+03    2.8303603488E-63    0.0000000000E+00    8.0109397040-126    2.8303603488E-63    7.4589420313E-65
   -6.8240000000E+00    2.1684832538E+03    4.7912793342E-63    0.0000000000E+00    2.2956357658-125    4.7912793342E-63    1.2549347812E-64
   -6.8160000000E+00    2.1583323841E+03    8.1007330396E-63    0.0000000000E+00    6.5621875779-125    8.1007330396E-63    2.1087440779E-64
   -6.8080000000E+00    2.1482171941E+03    1.3679204184E-62    0.0000000000E+00    1.8712062711-124    1.3679204184E-62    3.5390442699E-64
   -6.8000000000E+00    2.1381376000E+03    2.3070746156E-62    0.0000000000E+00    5.3225932821-124    2.3070746156E-62    5.9320952827E-64
   -6.7920000000E+00    2.1280935182E+03    3.8862197967E-62    0.0000000000E+00    1.5102704308-123    3.8862197967E-62    9.9309512193E-64
   -6.7840000000E+00    2.1180848653E+03    6.5382060481E-62    0.0000000000E+00    4.2748138327-123    6.5382060481E-62    1.6604843654E-63
   -6.7760000000E+00    2.1081115578E+03    1.0986414604E-61    0.0000000000E+00    1.2070130585-122    1.0986414604E-61    2.7729404855E-63
   -6.7680000000E+00    2.0981735123E+03    1.8438267766E-61    0.0000000000E+00    3.3996971820-122    1.8438267766E-61    4.6249679349E-63
   -6.7600000000E+00    2.0882706458E+03    3.0906627424E-61    0.0000000000E+00    9.5521961875-122    3.0906627424E-61    7.7044195990E-63
   -6.7520000000E+00    2.0784028750E+03    5.1742939338E-61    0.0000000000E+00    2.6773317713-121    5.1742939338E-61    1.2818427648E-62
   -6.7440000000E+00    2.0685701169E+03    8.6520529528E-61    0.0000000000E+00    7.4858020298-121    8.6520529528E-61    2.1300697129E-62
   -6.7360000000E+00    2.0587722887E+03    1.4449620784E-60    0.0000000000E+00    2.0879154080-120    1.4449620784E-60    3.5352303252E-62
   -6.7280000000E+00    2.0490093075E+03    2.4102581079E-60    0.0000000000E+00    5.8093441468-120    2.4102581079E-60    5.8601273027E-62
   -6.7200000000E+00    2.0392810906E+03    4.0155135106E-60    0.0000000000E+00    1.6124348754-119    4.0155135106E-60    9.7020259303E-62
   -6.7120000000E+00    2.0295875553E+03    6.6817416681E-60    0.0000000000E+00    4.4645671719-119    6.6817416681E-60    1.6042958476E-61
   -6.7040000000E+00    2.0199286192E+03    1.1104779375E-59    0.0000000000E+00    1.2331612497-118    1.1104779375E-59    2.6495598847E-61
   -6.6960000000E+00    2.0103041997E+03    1.8433273512E-59    0.0000000000E+00    3.3978557235-118    1.8433273512E-59    4.3704974992E-61
   -6.6880000000E+00    2.0007142147E+03    3.0561023354E-59    0.0000000000E+00    9.3397614845-118    3.0561023354E-59    7.2003974978E-61
   -6.6800000000E+00    1.9911585818E+03    5.0606561014E-59    0.0000000000E+00    2.5610240177-117    5.0606561014E-59    1.1848166060E-60
   -6.6720000000E+00    1.9816372189E+03    8.3698925036E-59    0.0000000000E+00    7.0055100522-117    8.3698925036E-59    1.9472219685E-60
   -6.6640000000E+00    1.9721500439E+03    1.3826353965E-58    0.0000000000E+00    1.9116806396-116    1.3826353965E-58    3.1963185895E-60
   -6.6560000000E+00    1.9626969751E+03    2.2812391282E-58    0.0000000000E+00    5.2040519602-116    2.2812391282E-58    5.2402925918E-60
   -6.6480000000E+00    1.9532779304E+03    3.7593253920E-58    0.0000000000E+00    1.4132527403-115    3.7593253920E-58    8.5808931114E-60
   -6.6400000000E+00    1.9438928282E+03    6.1876480535E-58    0.0000000000E+00    3.8286988433-115    6.1876480535E-58    1.4034001920E-59
   -6.6320000000E+00    1.9345415868E+03    1.0172284143E-57    0.0000000000E+00    1.0347536469-114    1.0172284143E-57    2.2924678762E-59
   -6.6240000000E+00    1.9252241246E+03    1.6702795759E-57    0.0000000000E+00    2.7898338617-114    1.6702795759E-57    3.7402297251E-59
   -6.6160000000E+00    1.9159403604E+03    2.7392916986E-57    0.0000000000E+00    7.5037190098-114    2.7392916986E-57    6.0949085199E-59
   -6.6080000000E+00    1.9066902126E+03    4.4871070397E-57    0.0000000000E+00    2.0134129585-113    4.4871070397E-57    9.9199756262E-59
   -6.6000000000E+00    1.8974736000E+03    7.3413212746E-57    0.0000000000E+00    5.3894998057-113    7.3413212746E-57    1.6126091579E-58
   -6.5920000000E+00    1.8882904415E+03    1.1996713787E-56    0.0000000000E+00    1.4392114169-112    1.1996713787E-56    2.6183237528E-58
   -6.5840000000E+00    1.8791406561E+03    1.9580836757E-56    0.0000000000E+00    3.8340916811-112    1.9580836757E-56    4.2461358053E-58
   -6.5760000000E+00    1.8700241627E+03    3.1921382492E-56    0.0000000000E+00    1.0189746602-111    3.1921382492E-56    6.8776699299E-58
   -6.5680000000E+00    1.8609408806E+03    5.1977363714E-56    0.0000000000E+00    2.7016463387-111    5.1977363714E-56    1.1126697915E-57
   -6.5600000000E+00    1.8518907290E+03    8.4533632295E-56    0.0000000000E+00    7.1459349891-111    8.4533632295E-56    1.7979159584E-57
   -6.5520000000E+00    1.8428736271E+03    1.3731821615E-55    0.0000000000E+00    1.8856292487-110    1.3731821615E-55    2.9016912705E-57
   -6.5440000000E+00    1.8338894945E+03    2.2279771428E-55    0.0000000000E+00    4.9638821488-110    2.2279771428E-55    4.6774844110E-57
   -6.5360000000E+00    1.8249382507E+03    3.6105875410E-55    0.0000000000E+00    1.3036342391-109    3.6105875410E-55    7.5310135273E-57
   -6.5280000000E+00    1.8160198154E+03    5.8442692021E-55    0.0000000000E+00    3.4155482506-109    5.8442692021E-55    1.2110861669E-56
   -6.5200000000E+00    1.8071341082E+03    9.4486191847E-55    0.0000000000E+00    8.9276404498-109    9.4486191847E-55    1.9452606432E-56
   -6.5120000000E+00    1.7982810489E+03    1.5257834282E-54    0.0000000000E+00    2.3280150699-108    1.5257834282E-54    3.1207738698E-56
   -6.5040000000E+00    1.7894605577E+03    2.4609595275E-54    0.0000000000E+00    6.0563217960-108    2.4609595275E-54    5.0006809814E-56
   -6.4960000000E+00    1.7806725543E+03    3.9646394121E-54    0.0000000000E+00    1.5718365668-107    3.9646394121E-54    8.0034815772E-56
   -6.4880000000E+00    1.7719169591E+03    6.3795666068E-54    0.0000000000E+00    4.0698870091-107    6.3795666068E-54    1.2794175522E-55
   -6.4800000000E+00    1.7631936922E+03    1.0253391330E-53    0.0000000000E+00    1.0513203377-106    1.0253391330E-53    2.0428186670E-55
